0	1.503982	1.474070	1.462128	1.425029	1.415482	1.401144	1.379618	1.371269	1.338962	1.309051	1.318671	1.299541	1.318744	1.313989	1.320015	1.351198	1.347641	1.408771	1.473495	1.541813	1.671224	1.695219	1.859371	1.974407	1.994808	2.208074	2.301548	2.353095	2.460944	2.383116	2.246591	2.120846	1.918435	1.796284	1.526789	1.347139	1.166290	1.012993	0.951936	0.917233	0.905291	0.893348	0.881406	0.869463	0.857521	0.845578	0.833635	0.821693	0.809750	0.797808
1	1.623167	1.588533	1.570535	1.555098	1.523023	1.489669	1.474231	1.470311	1.435677	1.435597	1.397123	1.426477	1.417438	1.426315	1.447990	1.469665	1.533571	1.606435	1.630670	1.726569	1.845505	1.931167	2.073137	2.199751	2.328924	2.427383	2.493849	2.651177	2.688208	2.667652	2.364272	2.140236	1.885487	1.701123	1.495003	1.313199	1.165948	1.060928	1.019895	0.989101	0.976222	0.963344	0.950466	0.937588	0.924709	0.911831	0.898953	0.886075	0.873196	0.860318
2	3.039805	2.899548	2.900684	2.881621	2.809535	2.792997	2.786558	2.709423	2.700459	2.683921	2.677482	2.701342	2.720152	2.738962	2.780496	2.814455	2.982233	3.064165	3.249617	3.440118	3.630620	3.934741	4.082319	4.419264	4.450698	4.749769	5.008443	4.989379	4.839023	4.562422	4.336319	3.855204	3.379138	3.021742	2.694644	2.397844	2.101044	1.948163	1.883652	1.851965	1.827852	1.803739	1.779626	1.755513	1.731400	1.707287	1.683174	1.659061	1.634948	1.610836
3	2.319413	2.274346	2.235450	2.186269	2.163831	2.120821	2.100440	2.098574	2.086423	2.094843	2.090920	2.109627	2.132449	2.223158	2.221293	2.328460	2.367739	2.600398	2.676707	2.800333	3.026820	3.113415	3.354303	3.543759	3.813448	3.801296	3.840576	3.746135	3.777185	3.569596	3.150113	2.814976	2.481897	2.241392	1.947400	1.737755	1.585711	1.468641	1.435917	1.407307	1.388984	1.370661	1.352337	1.334014	1.315690	1.297367	1.279044	1.260720	1.242397	1.224073
4	1.817330	1.797938	1.764183	1.730428	1.720611	1.736328	1.677039	1.694352	1.681344	1.698657	1.693628	1.725304	1.741021	1.780677	1.866613	1.872755	2.003376	2.133996	2.310898	2.369704	2.476386	2.586261	2.637088	2.798030	2.762679	2.902875	2.878695	2.943885	2.841507	2.542836	2.296828	2.042841	1.887799	1.697648	1.494729	1.338091	1.251672	1.170040	1.136285	1.123277	1.107076	1.092472	1.077867	1.063263	1.048658	1.034054	1.019449	1.004845	0.990241	0.975636
5	4.037586	3.969168	3.918840	3.877558	3.854368	3.749766	3.693408	3.643081	3.616876	3.563533	3.534312	3.514137	3.469840	3.555199	3.577238	3.623398	3.675589	3.766979	3.945810	4.067352	4.351718	4.554672	4.706366	5.032945	5.579637	5.547402	5.985545	6.330215	6.310040	6.323034	6.058623	5.522840	5.086560	4.562839	3.996903	3.536501	3.136405	2.754400	2.553310	2.478860	2.443609	2.411373	2.379137	2.346901	2.314665	2.282429	2.250193	2.217958	2.185721	2.153486
6	3.422753	3.428990	3.303564	3.267781	3.254408	3.145791	3.163232	3.085429	3.094467	3.033472	3.056516	2.987117	2.970943	3.064021	3.151496	3.149328	3.287227	3.399913	3.568627	3.726135	3.936868	4.125190	4.478791	4.773563	5.026316	5.365910	5.663485	5.588483	5.703971	5.494505	5.024517	4.526515	4.162978	3.664976	3.225802	2.820244	2.495925	2.250042	2.147027	2.102840	2.075461	2.048082	2.020702	1.993323	1.965943	1.938564	1.911185	1.883805	1.856426	1.829047
7	1.543434	1.527168	1.467112	1.457481	1.443869	1.423622	1.407356	1.389763	1.386766	1.374481	1.375465	1.373795	1.384068	1.414245	1.428498	1.489194	1.531314	1.602626	1.691188	1.794346	1.878927	2.012605	2.191399	2.201672	2.364543	2.579164	2.536359	2.683306	2.490558	2.376098	2.221830	1.981311	1.766005	1.585198	1.360603	1.203681	1.075952	1.005281	0.970438	0.943557	0.931271	0.918986	0.906701	0.894416	0.882130	0.869845	0.857560	0.845274	0.832989	0.820704
8	1.300267	1.269010	1.254973	1.234786	1.219520	1.211633	1.198827	1.192170	1.167063	1.173937	1.191881	1.207365	1.236380	1.265394	1.279648	1.357864	1.393028	1.508145	1.593741	1.644896	1.748942	1.806247	1.971795	2.016800	2.162668	2.192912	2.148125	2.234951	2.056090	1.931350	1.789390	1.605609	1.410758	1.288478	1.109617	0.995948	0.898269	0.837492	0.809924	0.794658	0.784311	0.773965	0.763618	0.753272	0.742925	0.732578	0.722232	0.711885	0.701539	0.691192
9	1.498805	1.476425	1.471873	1.425724	1.425628	1.413648	1.416523	1.416427	1.416331	1.428119	1.445850	1.475465	1.494681	1.540638	1.607392	1.703857	1.714160	1.786856	1.996224	2.022867	2.198067	2.244024	2.410310	2.402786	2.442800	2.534809	2.478261	2.420228	2.357739	2.161549	2.005470	1.818194	1.608634	1.407988	1.214769	1.103256	1.008085	0.961936	0.932129	0.921634	0.908168	0.896188	0.884207	0.872227	0.860246	0.848266	0.836285	0.824305	0.812324	0.800344
10	1.994714	1.947523	1.918236	1.929232	1.856677	1.839326	1.811531	1.783735	1.782796	1.757985	1.748094	1.732234	1.729803	1.739308	1.732401	1.794126	1.827502	1.875799	1.952444	1.993281	2.117669	2.279358	2.369431	2.578864	2.679381	2.826149	3.017678	3.106259	3.166492	3.076033	2.906497	2.735470	2.498795	2.274055	1.992620	1.697757	1.498381	1.364654	1.259275	1.224020	1.202192	1.186333	1.170474	1.154615	1.138755	1.122896	1.107037	1.091178	1.075318	1.059459
11	1.408968	1.358198	1.371368	1.351987	1.317493	1.310900	1.289194	1.259350	1.252757	1.241514	1.230271	1.243440	1.243822	1.279080	1.269000	1.294957	1.360440	1.415461	1.499545	1.572003	1.645624	1.758771	1.789378	1.965301	1.993584	2.221820	2.238478	2.372550	2.298531	2.239624	2.073765	1.921856	1.772272	1.515737	1.319652	1.150305	1.034435	0.915077	0.882908	0.863527	0.852284	0.841041	0.829798	0.818554	0.807311	0.796068	0.784824	0.773581	0.762338	0.751095
12	21.207400	21.169372	20.524869	20.297319	19.937104	19.671648	19.614667	19.406070	19.424898	19.216301	19.197222	19.272909	19.538119	19.954944	20.011680	21.527736	22.437322	22.721483	24.104875	25.393504	26.966421	29.145809	30.112253	32.500115	33.295986	35.323756	36.441820	35.683602	34.982245	33.731273	30.224978	27.798963	24.065242	21.449704	18.872071	16.540817	15.119274	13.925158	13.356465	13.109962	12.939268	12.768575	12.597881	12.427186	12.256492	12.085799	11.915105	11.744410	11.573716	11.403023
13	2.394992	2.323491	2.289178	2.298615	2.227115	2.216865	2.195677	2.178864	2.177364	2.206489	2.213739	2.227552	2.256677	2.312053	2.406804	2.451241	2.607243	2.743557	2.971747	3.051185	3.264062	3.339125	3.628566	3.692691	3.842130	3.897505	4.003194	3.817942	3.781442	3.524002	3.154998	2.904120	2.517616	2.227363	1.921798	1.764984	1.621294	1.523544	1.480481	1.459293	1.440293	1.421292	1.402292	1.383292	1.364292	1.345291	1.326291	1.307291	1.288291	1.269290
14	1.724976	1.702161	1.683814	1.672913	1.653076	1.639197	1.637229	1.606970	1.622871	1.625371	1.654674	1.661642	1.740084	1.763431	1.801668	1.835439	1.958553	2.035507	2.188402	2.178990	2.370601	2.389481	2.534931	2.638688	2.715641	2.654111	2.592581	2.614439	2.451652	2.317158	2.053115	1.869481	1.720096	1.545397	1.396012	1.252583	1.165739	1.119099	1.081394	1.066026	1.052146	1.038266	1.024386	1.010506	0.996626	0.982746	0.968867	0.954987	0.941107	0.927227
